0.86563  	0.30817  	-0.5573  	-0.2630  	0.07377  	-0.3653  	-0.2380  	0.41354  	0.41689  	-0.5373  	-0.0168  	0.54800  	0.09778  	-0.6145  	-1.0442  	-0.0364  	0.56874  	0.11082  	1.24964  	-0.3087  	0.24283  	1.51983  	0.60788  	-0.1004  	0.05861  	0.26692  	0.37507  	-0.4367  	-1.0712  	0.19311  	0.17853  	0.28196  	0.08163  	-0.1814  	0.38036  	0.08286  	0.65463  	0.29138  	-0.5846  	-0.0491  	0.25633  	0.01028  	0.01872  	0.36845  	-0.0607  	-0.0456  	-0.0809  	0.18376  	0.14372  	-0.1766  	-0.1038  	-0.0585  	0.00118  	0.00220  	-0.0729  	0.05850  	-0.0370  	0.00966  	0.01324  	-0.0406  	-0.0359  	0.04901  	0.03542  	0.01316  	0.16516  	-0.0138  	0.04655  	0.00961  	0.00446  	0.65744  	
0.81626  	0.31144  	-0.6009  	-0.2730  	0.05940  	-0.4018  	-0.2602  	0.39525  	0.40306  	-0.5534  	0.00131  	0.52269  	0.08257  	-0.6225  	-1.0166  	-0.0516  	0.57323  	0.10402  	1.24045  	-0.3258  	0.26594  	1.53240  	0.61573  	-0.0852  	0.05532  	0.27039  	0.37217  	-0.4639  	-1.0935  	0.18834  	0.17941  	0.28910  	0.07260  	-0.1832  	0.39035  	0.06331  	0.67540  	0.29489  	-0.6029  	-0.0505  	0.26261  	0.00752  	0.00570  	0.36968  	-0.0623  	-0.0406  	-0.0813  	0.17457  	0.13617  	-0.1660  	-0.1031  	-0.0582  	0.00467  	0.00297  	-0.0757  	0.05847  	-0.0397  	0.01103  	0.01728  	-0.0421  	-0.0373  	0.05542  	0.03208  	0.00848  	0.16466  	-0.0123  	0.04817  	0.00854  	0.00513  	0.65996  	
0.82178  	0.30310  	-0.6219  	-0.2625  	0.07259  	-0.3933  	-0.2487  	0.38703  	0.40436  	-0.5525  	-0.0115  	0.50155  	0.08964  	-0.6278  	-1.0006  	-0.0643  	0.57786  	0.09927  	1.24664  	-0.3193  	0.25165  	1.53751  	0.61434  	-0.0822  	0.06333  	0.26540  	0.38305  	-0.4635  	-1.0890  	0.19376  	0.17634  	0.28651  	0.06662  	-0.1817  	0.39846  	0.06651  	0.66926  	0.29032  	-0.5983  	-0.0336  	0.25343  	0.00838  	0.00207  	0.36973  	-0.0614  	-0.0417  	-0.0832  	0.17541  	0.13511  	-0.1662  	-0.1000  	-0.0561  	0.00207  	0.00204  	-0.0751  	0.06060  	-0.0388  	0.01109  	0.01636  	-0.0442  	-0.0379  	0.05483  	0.03124  	0.00813  	0.16426  	-0.0114  	0.04949  	0.00753  	0.00561  	0.66245  	
0.91594  	0.31196  	-0.5625  	-0.1523  	0.15526  	-0.3062  	-0.2142  	0.39636  	0.37731  	-0.5783  	-0.1553  	0.48774  	0.14799  	-0.5247  	-0.9496  	-0.0402  	0.54941  	0.11405  	1.25655  	-0.3029  	0.18457  	1.56215  	0.54765  	-0.0967  	0.14902  	0.25317  	0.39199  	-0.4028  	-0.9928  	0.23669  	0.16413  	0.27314  	0.06754  	-0.1804  	0.39822  	0.10953  	0.59476  	0.24515  	-0.5609  	-0.0084  	0.23356  	0.02479  	0.00244  	0.37154  	-0.0608  	-0.0461  	-0.0863  	0.19522  	0.15208  	-0.1800  	-0.0935  	-0.0589  	0.00130  	-0.0027  	-0.0730  	0.06387  	-0.0354  	0.01051  	0.00872  	-0.0390  	-0.0394  	0.05035  	0.03758  	0.01071  	0.16396  	-0.0109  	0.05051  	0.00657  	0.00590  	0.66492  	
0.92462  	0.29526  	-0.5623  	-0.0977  	0.21929  	-0.3469  	-0.1934  	0.37855  	0.37258  	-0.5520  	-0.1722  	0.49953  	0.16009  	-0.5520  	-1.0230  	-0.0490  	0.49932  	0.17620  	1.23875  	-0.2259  	0.07614  	1.53927  	0.45659  	-0.1923  	0.15889  	0.26151  	0.30009  	-0.3087  	-0.8586  	0.26027  	0.16155  	0.25996  	0.09403  	-0.1716  	0.34538  	0.16829  	0.51679  	0.22528  	-0.4976  	0.01442  	0.25607  	0.02444  	0.00347  	0.37271  	-0.0511  	-0.0456  	-0.0840  	0.20475  	0.15837  	-0.1831  	-0.0838  	-0.0610  	0.00628  	-0.0058  	-0.0683  	0.06187  	-0.0293  	0.01159  	0.01381  	-0.0375  	-0.0430  	0.04211  	0.03414  	0.00819  	0.16376  	-0.0109  	0.05122  	0.00568  	0.00598  	0.66737  	
0.94429  	0.26673  	-0.5572  	-0.0508  	0.25002  	-0.2770  	-0.1964  	0.38984  	0.36442  	-0.5461  	-0.3241  	0.39610  	0.22173  	-0.4642  	-0.9938  	-0.1045  	0.51107  	0.17483  	1.21951  	-0.2716  	0.03977  	1.59390  	0.45140  	-0.1960  	0.21268  	0.24378  	0.34092  	-0.3323  	-0.8182  	0.30812  	0.16505  	0.26859  	0.06367  	-0.1618  	0.33096  	0.16356  	0.50234  	0.21262  	-0.4674  	0.02446  	0.25953  	0.03328  	0.00590  	0.37976  	-0.0581  	-0.0420  	-0.0926  	0.21867  	0.16506  	-0.1872  	-0.0882  	-0.0587  	0.00378  	-0.0095  	-0.0673  	0.06377  	-0.0338  	0.01191  	0.01229  	-0.0370  	-0.0398  	0.04830  	0.03013  	0.00896  	0.16367  	-0.0113  	0.05164  	0.00484  	0.00588  	0.66979  	
0.72278  	0.24471  	-0.7870  	-0.2368  	0.15568  	-0.5473  	-0.1723  	0.25264  	0.32232  	-0.4529  	-0.2722  	0.38147  	0.15594  	-0.5594  	-1.0166  	-0.2348  	0.52672  	0.19408  	1.22724  	-0.2317  	-0.0288  	1.51849  	0.40967  	-0.1894  	0.20328  	0.27626  	0.30223  	-0.3163  	-0.8189  	0.26626  	0.15126  	0.25758  	0.05803  	-0.1724  	0.31724  	0.19790  	0.45460  	0.21695  	-0.4931  	0.05878  	0.29980  	0.03663  	0.00657  	0.37261  	-0.0520  	-0.0369  	-0.0847  	0.20102  	0.15281  	-0.1786  	-0.1009  	-0.0555  	-0.0082  	-0.0015  	-0.0730  	0.05309  	-0.0399  	0.00865  	0.01825  	-0.0464  	-0.0437  	0.04194  	0.02225  	0.00225  	0.16367  	-0.0122  	0.05176  	0.00406  	0.00557  	0.67219  	
0.35556  	0.12101  	-0.9100  	-0.3916  	0.13100  	-0.6957  	-0.2240  	0.09431  	0.24683  	-0.3862  	-0.1541  	0.44861  	0.03608  	-1.0093  	-1.3006  	-0.1614  	0.51272  	0.23981  	1.25245  	-0.1526  	-0.2239  	1.52609  	0.43446  	-0.2346  	0.17741  	0.27608  	0.15899  	-0.0504  	-0.6662  	0.25817  	0.17305  	0.24404  	0.00066  	-0.1467  	0.15242  	0.31356  	0.31548  	0.19822  	-0.4595  	0.06997  	0.34758  	0.00730  	-0.0012  	0.38230  	-0.0594  	-0.0466  	-0.0893  	0.18668  	0.14057  	-0.1846  	-0.0928  	-0.0554  	0.00016  	-0.0071  	-0.0701  	0.03877  	-0.0198  	0.01551  	0.02117  	-0.0506  	-0.0427  	0.03349  	0.03786  	0.01311  	0.16356  	-0.0147  	0.05157  	0.00402  	0.00407  	0.67546  	
0.44365  	0.13812  	-0.8766  	-0.3335  	0.16521  	-0.6412  	-0.2765  	0.14153  	0.27031  	-0.4259  	-0.1913  	0.51040  	0.04231  	-0.9681  	-1.2874  	-0.1291  	0.53142  	0.22276  	1.24754  	-0.1438  	-0.1929  	1.52588  	0.48988  	-0.2259  	0.10909  	0.29505  	0.13575  	-0.0726  	-0.7297  	0.23289  	0.17768  	0.23990  	0.02144  	-0.1493  	0.18233  	0.28023  	0.34900  	0.19634  	-0.4844  	0.06688  	0.33465  	0.01139  	0.00985  	0.38965  	-0.0578  	-0.0522  	-0.0819  	0.18482  	0.13799  	-0.1747  	-0.0899  	-0.0615  	0.00014  	-0.0056  	-0.0754  	0.04087  	-0.0241  	0.01219  	0.02013  	-0.0471  	-0.0527  	0.03478  	0.03054  	0.01288  	0.16267  	-0.0167  	0.05100  	0.00332  	0.00364  	0.67592  	
0.46164  	0.15879  	-0.8280  	-0.3775  	0.12232  	-0.6017  	-0.2646  	0.18242  	0.32373  	-0.3795  	-0.2281  	0.53442  	0.12682  	-0.8982  	-1.2954  	-0.1099  	0.53841  	0.25657  	1.25939  	-0.1286  	-0.1904  	1.50898  	0.50031  	-0.2395  	0.07947  	0.30707  	0.10016  	-0.0924  	-0.7513  	0.18500  	0.22142  	0.22937  	0.06849  	-0.1510  	0.16344  	0.23314  	0.32326  	0.18667  	-0.4662  	0.06727  	0.36728  	-0.0065  	0.02742  	0.37144  	-0.0549  	-0.0500  	-0.0676  	0.19326  	0.13779  	-0.1772  	-0.0928  	-0.0615  	0.00034  	-0.0165  	-0.0796  	0.04142  	-0.0288  	0.01497  	0.01671  	-0.0501  	-0.0383  	0.04146  	0.03285  	0.01601  	0.16328  	-0.0191  	0.05012  	0.00238  	0.00338  	0.67794  	
